identifier,identifier 2,subject_name 1,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_name 6,publisher,placeOfOrigin 1,placeOfOrigin 2,placeOfOrigin 3,placeOfOrigin 4,date_publication,subject_geographic 1,subject_topical 1,subject_topical 2,subject_topical 3,object_in_context_url,item_type,form,date_text,date_single_start,date_end,date_qualifier,public_note,rights,collection_title,collection_identifier,shelf_locator,record_source,repository,language,title,project_title,abstract,name,role
spc_4860,cw011072,,,,,,,,,,,,,,Men | http://id.loc.gov/authorities/subjects/sh85083510,,Artwork,http://kiva.lib.utk.edu/spc/items/show/4860,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 1, Folder 10","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Pencil Figure Drawing of a Man,Special Collections Online,"Figure study, pencils","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_3645,0012_000106_000416,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3645,still image,photographs | http://vocab.getty.edu/aat/300046300,1957-07,1957-07,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 5, Folder 11","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Bacteriology,Special Collections Online,,"Robertson, Ernest B., Jr. | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_3780,0012_000107_000201_0001,"Brown, Clarence, 1890-1987 | http://id.loc.gov/authorities/names/n85151871",Rose Bowl (Football game) | http://id.loc.gov/authorities/names/no00017589,Tennessee Volunteers (Football team) | http://id.loc.gov/authorities/names/n90646627,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3780,still image,photographs | http://vocab.getty.edu/aat/300046300,1940,1940,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","Clarence Brown Collection, 1920-1970",MS.0702,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Participants in UT's 1940 Rose Bowl Appearance,Special Collections Online,"View of various acquaintances of the 1940 UT football team at the time of their trip to the Rose Bowl. In the front are (left to right) Jack Joyner (UT publicity director), Walter Stewart (representing the Memphis Commercial Appeal), Fred Russell (representing the Nashville Banner), Virgie Wacks (representing twelve Tennessee newspapers), George Bugsee (representing the Memphis Press Scimitar), and Raymond Johnson (representing the Nashville Tennesseean). In the back are Clarence Brown (UT alumnus and Chairman of California Arrangements for the UT football team), Ann Morris, Major Robert Neyland (UT football coach), Florence Rice, and Lana Turner. The football team made this visit to the Metro-Goldwyn-Mayer studio as guests of Clarence Brown and Louis B. Mayer.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3614,0012_000106_000385,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3614,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 4, Folder 55","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Mechanical Engineering,Special Collections Online,,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4023,0012_000067_000367_0001,,,,,,,,,,,,1919,,Knoxville (Tenn.)--Economic Conditions,"Knoxville (Tenn.)--Buildings, structures, etc.",,http://kiva.lib.utk.edu/spc/items/show/4023,still image,photographs | http://vocab.getty.edu/aat/300046300,1919,1919,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 4","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Homes in East Knoxville,Special Collections Online,"Homes located two blocks away from Gay Street. According to Margaret Welles, dwellings in this area are mostly inhabited by blacks and ""are in good condition, well repaired, and the inhabitants seem to have some idea of sanitation.""",,
spc_4730,0012_000296_000222,,,,,,,,,,,,,"Dickson County (Tenn.) | URI: http://id.loc.gov/authorities/names/n82227642 | Coordinates: 36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918","Education, Higher--Tennessee--History",College students | http://id.loc.gov/authorities/subjects/sh85028356,,http://kiva.lib.utk.edu/spc/items/show/4730,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1912,1965,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Ruskin Cave College Collection,MS.0335,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Mrs. [Stran..] and Miss DeMombron,Special Collections Online,"1. Mrs. [Stran..], 2. Miss DeMombron, (my rhetoric teacher)",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4757,0012_000296_000249,,,,,,,,,,,,,"Dickson County (Tenn.) | URI: http://id.loc.gov/authorities/names/n82227642 | Coordinates: 36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918","Education, Higher--Tennessee--History",College students | http://id.loc.gov/authorities/subjects/sh85028356,,http://kiva.lib.utk.edu/spc/items/show/4757,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1912,1965,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Ruskin Cave College Collection,MS.0335,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Group Outside,Special Collections Online,No description or notation on photo.  It is a group of 6 people outside near a fence railing.,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4567,0012_000463_000297_0001,,,,,,,,,,,,,,Christmas Trees--Tennessee--Knoxville--History--20th Century,Christmas decorations--Tennessee--Knoxville--History--20th century,,http://kiva.lib.utk.edu/spc/items/show/4567,still image,photographs | http://vocab.getty.edu/aat/300046300,1930 - 1939,1930,1939,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Knoxville Gardens Slides,MS.1324,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Slide 84, Christmas Tree, (New Number = 60)",Special Collections Online,"Glass slide - black & white photo of Christmas tree, with hand-tinted red tree skirt and red ornaments.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4629,0012_000553_000207_0001,"Brown, Clarence, 1890-1987 | http://id.loc.gov/authorities/names/n85151871",,,,,,,,,,,,,Los Angeles County (Calif.)--Pictorial Works,,,http://kiva.lib.utk.edu/spc/items/show/4629,still image,photographs | http://vocab.getty.edu/aat/300046300,1935 - 1952,1935,1952,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Clarence Brown Papers,MS.2010,Oversized Shelving,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Gillette Ranch Sitting Room,Special Collections Online,"In 1926, Razor baron King Camp Gillette commissioned Wallace Neff to build him a ""paradise on earth"" in Southern California. The result was a stunning 25 room mansion built in the Spanish Colonial Revival Style whose beauty supposedly brought Gillette to tears. Gillette died in 1932, and his widow sold the property to prominent film director Clarence Brown in 1935. Brown regularly hosted large parties for well-known Hollywood personalities here, and made several changes to the property, including the addition of a projection room and a small airport. He sold the property to the Claretian Order of the Catholic Church in 1952, which used it as a seminary and noviate. The Claretians subsequently sold to Elizabeth Clair Prophet's Church Universal and Triumphant in 1977, which in turn sold to the Soka University of American in 1986. In 2007, Soka sold the property to the National Park Service, which intends to restore and preserve it.","Dapprich, Fred R. | URI: http://id.loc.gov/authorities/names/no2009026625 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_3626,0012_000106_000397,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3626,still image,photographs | http://vocab.getty.edu/aat/300046300,02/14/64,1964-02-14,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 4, Folder 58","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Electronic Digital Voltmeter Switchboard,Special Collections Online,,"University of Tennessee, Knoxville. Photographic Center | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_3919,0012_000067_000263_0001,,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",Knoxville (Tenn.)--History | http://id.loc.gov/authorities/subjects/sh00007640,,http://kiva.lib.utk.edu/spc/items/show/3919,still image,photographs | http://vocab.getty.edu/aat/300046300,1889 - 1910,1889,1910,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Knoxville's Girls' High School,Special Collections Online,"Knoxville's Girls' High School was established at the East Tennessee Female Institute in 1886. The building pictured became home to the school when the Institute was razed in 1889. When Knoxville High School opened in 1910, the Girls' High School became Boyd Junior High.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4831,cw010532,,,,,,,,,,,,,,Women,Artwork,,http://kiva.lib.utk.edu/spc/items/show/4831,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 1, Folder 5","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Pencil Drawn Figure Drawing of Woman Sitting,Special Collections Online,"Sitting figure study, pencil","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4176,0012_000067_000520_0001,S.H. Kress & Co. | http://id.loc.gov/authorities/names/n94062292,,,,,,East Tennessee Historical Society,"500 West Church Avenue, Knoxville, TN 37902",,,,1991,,Railroads--Tennessee | http://id.loc.gov/authorities/subjects/sh87002049,,"Knoxville (Tenn.)--Buildings, structures, etc.",http://kiva.lib.utk.edu/spc/items/show/4176,still image,photographs | http://vocab.getty.edu/aat/300046300,07/24/15,1915-07-24,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Louisville & Nashville Railroad Depot,Special Collections Online,"Until the Louisville & Nashville Railroad gained entrance to Knoxville in 1905, the Southern Railway held a monopoly on rail traffic through the city. This depot was completed in 1906 and featured such amenities as a Ladies' Waiting Room with a private entrance, a fireplace, rocking chairs, and desks complete with L&N stationary. The building was renovated for the 1982 World's Fair and today houses two restaurants opened shortly after the renovation was complete.",,
